Time,FeO,CaO,SiO2,MgO,Al2O3,MnO,P2O5,S,NiO,Cr2O3,Na2O,K2O
29/10/18 10:00,0.02,0.39,0.34,0.04,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
29/10/18 11:00,0.02,0.39,0.34,0.04,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
31/10/18 20:00,0.04,0.39,0.34,0.03,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
31/10/18 21:00,0.04,0.39,0.34,0.03,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
31/10/18 22:00,0.04,0.39,0.34,0.03,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
31/10/18 23:00,0.04,0.39,0.34,0.03,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
01/11/18 00:00,0.03,0.39,0.35,0.03,0.17,0.02,0.00,0.01,0.00,0.00,0.00,0.00
01/11/18 01:00,0.03,0.39,0.35,0.03,0.17,0.02,0.00,0.01,0.00,0.00,0.00,0.00
01/11/18 02:00,0.03,0.39,0.35,0.03,0.17,0.02,0.00,0.01,0.00,0.00,0.00,0.00
01/11/18 03:00,0.03,0.39,0.35,0.03,0.17,0.02,0.00,0.01,0.00,0.00,0.00,0.00
01/11/18 04:00,0.03,0.39,0.35,0.03,0.17,0.02,0.00,0.01,0.00,0.00,0.00,0.00
01/11/18 05:00,0.03,0.39,0.35,0.03,0.17,0.02,0.00,0.01,0.00,0.00,0.00,0.00
01/11/18 06:00,0.03,0.39,0.35,0.03,0.17,0.02,0.00,0.01,0.00,0.00,0.00,0.00
01/11/18 07:00,0.03,0.39,0.35,0.03,0.17,0.02,0.00,0.01,0.00,0.00,0.00,0.00
01/11/18 08:00,0.01,0.40,0.34,0.03,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
01/11/18 09:00,0.01,0.40,0.34,0.03,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
01/11/18 10:00,0.01,0.40,0.34,0.03,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
01/11/18 11:00,0.01,0.40,0.34,0.03,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
01/11/18 12:00,0.01,0.40,0.34,0.03,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
01/11/18 14:00,0.01,0.40,0.34,0.03,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
01/11/18 15:00,0.01,0.40,0.34,0.03,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
01/11/18 16:00,0.06,0.34,0.36,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.01,0.00
01/11/18 17:00,0.06,0.34,0.36,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.01,0.00
01/11/18 18:00,0.06,0.34,0.36,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.01,0.00
01/11/18 19:00,0.06,0.34,0.36,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.01,0.00
01/11/18 20:00,0.06,0.34,0.36,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.01,0.00
01/11/18 21:00,0.06,0.34,0.36,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.01,0.00
01/11/18 22:00,0.06,0.34,0.36,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.01,0.00
01/11/18 23:00,0.06,0.34,0.36,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.01,0.00
02/11/18 00:00,0.05,0.36,0.35,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
02/11/18 01:00,0.05,0.36,0.35,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
02/11/18 02:00,0.05,0.36,0.35,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
02/11/18 03:00,0.05,0.36,0.35,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
02/11/18 04:00,0.05,0.36,0.35,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
02/11/18 05:00,0.05,0.36,0.35,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
02/11/18 06:00,0.05,0.36,0.35,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
02/11/18 07:00,0.05,0.36,0.35,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
02/11/18 08:00,0.04,0.39,0.34,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.00,0.00
02/11/18 09:00,0.04,0.39,0.34,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.00,0.00
02/11/18 10:00,0.04,0.39,0.34,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.00,0.00
02/11/18 11:00,0.04,0.39,0.34,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.00,0.00
02/11/18 12:00,0.04,0.39,0.34,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.00,0.00
02/11/18 13:00,0.04,0.39,0.34,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.00,0.00
02/11/18 14:00,0.04,0.39,0.34,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.00,0.00
06/11/18 04:00,0.06,0.35,0.35,0.05,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
06/11/18 05:00,0.06,0.35,0.35,0.05,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
06/11/18 06:00,0.06,0.35,0.35,0.05,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
06/11/18 07:00,0.06,0.35,0.35,0.05,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
06/11/18 08:00,0.05,0.36,0.35,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
06/11/18 09:00,0.05,0.36,0.35,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
06/11/18 10:00,0.05,0.36,0.35,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
06/11/18 11:00,0.05,0.36,0.35,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
06/11/18 12:00,0.05,0.36,0.35,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
06/11/18 13:00,0.05,0.36,0.35,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
06/11/18 14:00,0.05,0.36,0.35,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
06/11/18 15:00,0.05,0.36,0.35,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
06/11/18 17:00,0.05,0.33,0.37,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
06/11/18 18:00,0.05,0.33,0.37,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
06/11/18 19:00,0.05,0.33,0.37,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
06/11/18 20:00,0.05,0.33,0.37,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
06/11/18 21:00,0.05,0.33,0.37,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
06/11/18 22:00,0.05,0.33,0.37,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
07/11/18 08:00,0.05,0.35,0.35,0.06,0.17,0.02,0.00,0.01,0.00,0.00,0.00,0.00
07/11/18 09:00,0.05,0.35,0.35,0.06,0.17,0.02,0.00,0.01,0.00,0.00,0.00,0.00
07/11/18 10:00,0.05,0.35,0.35,0.06,0.17,0.02,0.00,0.01,0.00,0.00,0.00,0.00
07/11/18 11:00,0.05,0.35,0.35,0.06,0.17,0.02,0.00,0.01,0.00,0.00,0.00,0.00
07/11/18 12:00,0.05,0.35,0.35,0.06,0.17,0.02,0.00,0.01,0.00,0.00,0.00,0.00
07/11/18 13:00,0.05,0.35,0.35,0.06,0.17,0.02,0.00,0.01,0.00,0.00,0.00,0.00
07/11/18 14:00,0.05,0.35,0.35,0.06,0.17,0.02,0.00,0.01,0.00,0.00,0.00,0.00
07/11/18 15:00,0.05,0.35,0.35,0.06,0.17,0.02,0.00,0.01,0.00,0.00,0.00,0.00
07/11/18 16:00,0.04,0.34,0.35,0.06,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
07/11/18 17:00,0.04,0.34,0.35,0.06,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
07/11/18 18:00,0.04,0.34,0.35,0.06,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
07/11/18 19:00,0.04,0.34,0.35,0.06,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
08/11/18 03:00,0.06,0.32,0.37,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
08/11/18 04:00,0.06,0.32,0.37,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
10/11/18 17:00,0.11,0.31,0.34,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
10/11/18 18:00,0.11,0.31,0.34,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
10/11/18 19:00,0.11,0.31,0.34,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
10/11/18 20:00,0.11,0.31,0.34,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
10/11/18 21:00,0.11,0.31,0.34,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
10/11/18 22:00,0.11,0.31,0.34,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
10/11/18 23:00,0.11,0.31,0.34,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
11/11/18 00:00,0.08,0.32,0.36,0.06,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
11/11/18 01:00,0.08,0.32,0.36,0.06,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
11/11/18 02:00,0.08,0.32,0.36,0.06,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
11/11/18 03:00,0.08,0.32,0.36,0.06,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
11/11/18 04:00,0.08,0.32,0.36,0.06,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
11/11/18 05:00,0.08,0.32,0.36,0.06,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
11/11/18 06:00,0.08,0.32,0.36,0.06,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
11/11/18 07:00,0.08,0.32,0.36,0.06,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
11/11/18 08:00,0.07,0.31,0.37,0.06,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
11/11/18 09:00,0.07,0.31,0.37,0.06,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
11/11/18 10:00,0.07,0.31,0.37,0.06,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
11/11/18 11:00,0.07,0.31,0.37,0.06,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
11/11/18 12:00,0.07,0.31,0.37,0.06,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
11/11/18 13:00,0.07,0.31,0.37,0.06,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
11/11/18 14:00,0.07,0.31,0.37,0.06,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
11/11/18 15:00,0.07,0.31,0.37,0.06,0.15,0.02,0.00,0.00,0.00,0.00,0.01,0.00
11/11/18 16:00,0.10,0.33,0.35,0.06,0.14,0.02,0.00,0.00,0.00,0.00,0.00,0.00
11/11/18 17:00,0.10,0.33,0.35,0.06,0.14,0.02,0.00,0.00,0.00,0.00,0.00,0.00
11/11/18 18:00,0.10,0.33,0.35,0.06,0.14,0.02,0.00,0.00,0.00,0.00,0.00,0.00
11/11/18 19:00,0.10,0.33,0.35,0.06,0.14,0.02,0.00,0.00,0.00,0.00,0.00,0.00
11/11/18 20:00,0.10,0.33,0.35,0.06,0.14,0.02,0.00,0.00,0.00,0.00,0.00,0.00
11/11/18 21:00,0.10,0.33,0.35,0.06,0.14,0.02,0.00,0.00,0.00,0.00,0.00,0.00
11/11/18 22:00,0.10,0.33,0.35,0.06,0.14,0.02,0.00,0.00,0.00,0.00,0.00,0.00
11/11/18 23:00,0.10,0.33,0.35,0.06,0.14,0.02,0.00,0.00,0.00,0.00,0.00,0.00
12/11/18 00:00,0.10,0.31,0.36,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.00,0.00
12/11/18 01:00,0.10,0.31,0.36,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.00,0.00
12/11/18 02:00,0.10,0.31,0.36,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.00,0.00
12/11/18 03:00,0.10,0.31,0.36,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.00,0.00
12/11/18 04:00,0.10,0.31,0.36,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.00,0.00
12/11/18 05:00,0.10,0.31,0.36,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.00,0.00
12/11/18 06:00,0.10,0.31,0.36,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.00,0.00
12/11/18 07:00,0.10,0.31,0.36,0.05,0.15,0.02,0.00,0.00,0.00,0.00,0.00,0.00
12/11/18 08:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12/11/18 09:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12/11/18 10:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12/11/18 11:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12/11/18 12:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12/11/18 13:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12/11/18 14:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12/11/18 15:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12/11/18 16:00,0.07,0.31,0.36,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
12/11/18 17:00,0.07,0.31,0.36,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
12/11/18 18:00,0.07,0.31,0.36,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
12/11/18 19:00,0.07,0.31,0.36,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
12/11/18 20:00,0.07,0.31,0.36,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
12/11/18 21:00,0.07,0.31,0.36,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
12/11/18 22:00,0.07,0.31,0.36,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
12/11/18 23:00,0.07,0.31,0.36,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
13/11/18 00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13/11/18 01:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13/11/18 02:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13/11/18 03:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13/11/18 04:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13/11/18 05:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13/11/18 06:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13/11/18 07:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13/11/18 08:00,0.11,0.32,0.33,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
13/11/18 09:00,0.11,0.32,0.33,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
13/11/18 10:00,0.11,0.32,0.33,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
13/11/18 11:00,0.11,0.32,0.33,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
13/11/18 12:00,0.11,0.32,0.33,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
13/11/18 13:00,0.11,0.32,0.33,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
13/11/18 14:00,0.11,0.32,0.33,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
13/11/18 15:00,0.11,0.32,0.33,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
13/11/18 16:00,0.10,0.31,0.34,0.06,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
13/11/18 17:00,0.10,0.31,0.34,0.06,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
13/11/18 18:00,0.10,0.31,0.34,0.06,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
13/11/18 19:00,0.10,0.31,0.34,0.06,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
13/11/18 20:00,0.10,0.31,0.34,0.06,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
13/11/18 21:00,0.10,0.31,0.34,0.06,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
13/11/18 22:00,0.10,0.31,0.34,0.06,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
13/11/18 23:00,0.10,0.31,0.34,0.06,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
14/11/18 00:00,0.09,0.29,0.36,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
14/11/18 01:00,0.09,0.29,0.36,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
14/11/18 02:00,0.09,0.29,0.36,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
14/11/18 03:00,0.09,0.29,0.36,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
14/11/18 04:00,0.09,0.29,0.36,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
14/11/18 05:00,0.09,0.29,0.36,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
14/11/18 06:00,0.09,0.29,0.36,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
14/11/18 07:00,0.09,0.29,0.36,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
14/11/18 08:00,0.09,0.34,0.34,0.06,0.15,0.02,0.00,0.00,0.00,0.00,0.00,0.00
14/11/18 09:00,0.09,0.34,0.34,0.06,0.15,0.02,0.00,0.00,0.00,0.00,0.00,0.00
14/11/18 10:00,0.09,0.34,0.34,0.06,0.15,0.02,0.00,0.00,0.00,0.00,0.00,0.00
14/11/18 11:00,0.09,0.34,0.34,0.06,0.15,0.02,0.00,0.00,0.00,0.00,0.00,0.00
14/11/18 12:00,0.09,0.34,0.34,0.06,0.15,0.02,0.00,0.00,0.00,0.00,0.00,0.00
14/11/18 13:00,0.09,0.34,0.34,0.06,0.15,0.02,0.00,0.00,0.00,0.00,0.00,0.00
14/11/18 14:00,0.09,0.34,0.34,0.06,0.15,0.02,0.00,0.00,0.00,0.00,0.00,0.00
14/11/18 15:00,0.09,0.34,0.34,0.06,0.15,0.02,0.00,0.00,0.00,0.00,0.00,0.00
14/11/18 16:00,0.07,0.32,0.36,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
14/11/18 17:00,0.07,0.32,0.36,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
14/11/18 18:00,0.07,0.32,0.36,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
14/11/18 19:00,0.07,0.32,0.36,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
14/11/18 20:00,0.07,0.32,0.36,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
14/11/18 21:00,0.07,0.32,0.36,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
14/11/18 22:00,0.07,0.32,0.36,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
14/11/18 23:00,0.07,0.32,0.36,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
15/11/18 01:00,0.03,0.34,0.36,0.06,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
15/11/18 02:00,0.03,0.34,0.36,0.06,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
15/11/18 03:00,0.03,0.34,0.36,0.06,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
15/11/18 04:00,0.03,0.34,0.36,0.06,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
15/11/18 05:00,0.03,0.34,0.36,0.06,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
15/11/18 06:00,0.03,0.34,0.36,0.06,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
